"","T0","T1","T2","T4","T5","T6","T7","T8"
"ALG14",8371.56666666667,9327.66666666667,8560.86666666667,8569.03333333333,8144.56666666667,7400.16666666667,7393.23333333333,6957.36666666667
"ALG2",41075.6666666667,42358.3333333333,43092,45422,50126.6666666667,44820.6666666667,51822.6666666667,45885.6666666667
"ALG3",5352.16666666667,6849.76666666667,5729.06666666667,5234.63333333333,5474.1,4158.93333333333,5800.33333333333,4166.1
"ALG5",56373.6666666667,56304.6666666667,57099.6666666667,54968,56523.3333333333,55867.6666666667,56517,49336.6666666667
"ALG6",24324,23498.6666666667,24780.6666666667,15823.6666666667,18823,17003.3333333333,17051.6666666667,15942
"ALG8",1741.93333333333,1752.95666666667,1658.2,1579.53666666667,1975.04333333333,1801.36666666667,1978.66666666667,1569.50666666667
"ALG9",18316.2833333333,19979.7,19498.6666666667,18020.81,18718.2633333333,17485.9783333333,18423.1433333333,17819.9783333333
"ALKBH1",1446.33333333333,1890.19333333333,1675.41666666667,1772.25,1857.58333333333,2319.18333333333,2074.47333333333,1667.46333333333
"ALKBH5",17956.3333333333,19558,17989.6666666667,11952.6666666667,11926.5333333333,12923.6666666667,14692.6666666667,14628
"ALKBH6",1577.5,1580.36666666667,1321.5,1165.22,1598.86666666667,1387.5,1430.83333333333,1264.53333333333
"ALKBH7",7125.56666666667,8095.96666666667,7006.16666666667,6244.76666666667,7541.8,7311.26666666667,8204.03333333333,7249.66666666667
"ALOX15B",21399,21820.3333333333,20188.9,17185.7333333333,19503,16489.0333333333,16252.5,14297.7333333333
"ALPP;ALPPL2",38732.3333333333,25070.6666666667,26356,17730,22539.6666666667,13347.9,9904.46666666667,14250.5333333333
"ALS2CL",11367.5666666667,7680.76666666667,6983.53333333333,6216.96666666667,6481.56666666667,6238.06666666667,5793,5996.1
"ALYREF",30148.9183333333,30513.2766666667,28801.9283333333,20092.3083333333,25057.5066666667,25167.2666666667,26230.9433333333,30053.5633333333
"AMACR",6060.13333333333,5560.43333333333,5658.5,7362.4,8274.43333333333,7917.4,8267.7,8223.56666666667
"AMFR",12773.6666666667,14117.6666666667,14909,15874.6666666667,17675.3333333333,16215,17630.6666666667,16837.6666666667
"AMOTL1",14621.4666666667,14280.0666666667,13822,11473.2666666667,12154.1333333333,14689.7666666667,14134.0666666667,15824.7333333333
"AMOTL2",2248.83333333333,2236.23333333333,1765.1,1068.5,1131.26666666667,1490.23333333333,1291.06666666667,1661.86666666667
"AMPD2",22011.9,17610.5333333333,18451.7333333333,14780,16072.3666666667,14845.5666666667,13183.9333333333,15228.1666666667
"AMPD3",1355.08333333333,1482.74,1336.10666666667,850.826666666667,738.023333333333,999.593333333333,822.236666666667,936.6
"ANAPC1",6001.5,6781.7,6931.2,5044.26666666667,5127,4863.23333333333,4954.96666666667,4934.66666666667
"ANAPC15",0,0,0,0,0,0,0,0
"ANAPC2",1427.9,1410.16666666667,1122.43333333333,1474.76666666667,1564.9,1228.53333333333,1413.33333333333,1208.2
"ANAPC4",0,95.0233333333333,221.893333333333,150.206666666667,101.376666666667,68.13,53.6266666666667,149.636666666667
"ANAPC7",19754.3333333333,20521.6666666667,20393,19458.1666666667,21039.3333333333,19035.6,19994,18318.6333333333
"ANGEL2",12443.2666666667,16169.4333333333,13611.1466666667,15166.3,15111.6,12841.3566666667,15686.7666666667,12152.3333333333
"ANGPTL4",7990.76666666667,8600.76666666667,11906.6666666667,9611.9,13848.4666666667,14289.6,15655,20765.6666666667
"ANK3",71468.6666666667,76721.6666666667,69078.3333333333,49240,46445,36945.6666666667,41329,34350.3333333333
"ANKFY1",22386.3333333333,23544,20685.6666666667,19379,20029,18715,19784.6666666667,17375
"ANKHD1",6707.46666666667,7151.03333333333,6220.7,5798.83333333333,5352,6309.46666666667,7502.2,6143.5
"ANKIB1",9861.8,11324.7333333333,11167.2,9162.8,9622.43333333333,9021.16666666667,9688.7,9191.2
"ANKLE2",81404.6666666667,87876.3333333333,90880.6666666667,117309.333333333,134603.333333333,106586.666666667,115483.666666667,105171.666666667
"ANKRD11;ANKRD12",255.683333333333,390.2,298.22,178.22,125.836666666667,453.4,522.9,388.5
"ANKRD13A",10807.0333333333,10855.6,10029.3,11200.7333333333,11972.1,10170.2,11014.7,10443.1333333333
"ANKRD17",24662.6666666667,22702.3333333333,21622,21562,22717.6666666667,20831.3333333333,22237,23262
"ANKRD18A;ANKRD18B",16728.4666666667,13907,12703.9666666667,10871.8333333333,12036.4666666667,10698.4666666667,9396.06666666667,10138.7333333333
"ANKRD2",1018.02333333333,749.21,961.106666666667,705.49,962.206666666667,628.356666666667,777.07,753.463333333333
"ANKRD27",3507.7,3744.2,3785.36666666667,3516.26666666667,4139.23333333333,3390.5,3843.53333333333,3799.13333333333
"ANKRD28",11027.1666666667,11846.5,11533.2333333333,8221.46666666667,8221.66666666667,9557.3,9382.53333333333,7485.33333333333
"ANKRD50",3907.23333333333,4509.13333333333,4132.03333333333,3044.98666666667,2942.77666666667,3926.79333333333,3986.14666666667,3799.23333333333
"ANKS1A",1483.03333333333,1734.6,1507.13333333333,703.923333333333,751.79,1163.53333333333,1117.66666666667,770.266666666667
"ANKZF1",15915.9666666667,16608.5666666667,14833.1666666667,13261.3666666667,14051.4,14683.5666666667,16393.0333333333,14245.3333333333
"ANO10",41321.6666666667,43677,45280.3333333333,41067,48219,46272,52896.3333333333,47317
"ANO6",77003.6666666667,80997.6666666667,81984,80758,91214.6666666667,92623.6666666667,102482,95453
"ANO8",20620.6666666667,21082,25066,23380.3333333333,24670.6666666667,26523,26922.6666666667,26434.3333333333
"ANO9",6242.3,6293.76666666667,5359.66666666667,6761.13333333333,7509.6,4859.13333333333,5706.93333333333,5848.56666666667
"ANP32A",15656.9,15292.2333333333,15372,15212.8333333333,17575.8,12544.7333333333,15980.4333333333,13278.2666666667
"ANP32B",8487.83333333333,8850.46666666667,8088.93333333333,7948.76666666667,8649.9,5826.36666666667,9344.63333333333,6963.3
"ANP32E",1971.33333333333,1700.26666666667,1426.5,888.088666666667,775.033333333333,737.763333333333,1090.46666666667,814.613333333333
"ANPEP",410933.333333333,456883.333333333,432436.666666667,419200,451433.333333333,396563.333333333,432533.333333333,386043.333333333
"ANTXR1",7418.56666666667,8250.26666666667,9184.03333333333,11717.4333333333,12772.5666666667,15405.9666666667,16691.6666666667,15578.6333333333
"ANTXR2",18634,15945,19325,19192.1,24638,21389,23248,28665.6666666667
"ANXA1",488913.333333333,534920,465653.333333333,378003.333333333,372836.666666667,253980,253116.666666667,221066.666666667
"ANXA11",131560,117295.666666667,110899,88255.6666666667,97260.3333333333,72078,67465.6666666667,70902.6666666667
"ANXA2",372.233333333333,218.543333333333,243.703333333333,486.266666666667,380.8,337.333333333333,390,330.513333333333
"ANXA2;ANXA2P2",1308933.33333333,1287466.66666667,1147946.66666667,1357800,1464300,1245533.33333333,1396100,1143133.33333333
"ANXA3",175623.333333333,191740,168257.333333333,155053.333333333,163269.333333333,139479,133011.333333333,131472.666666667
"ANXA4",196330,204676.666666667,192183.333333333,162190,165070,135960,134016.666666667,126373.333333333
"ANXA5",121861.666666667,121147,125514,104237.333333333,115209.333333333,106650.666666667,109697.333333333,121699.333333333
"ANXA6",55693.8333333333,66702.2833333333,61082.6833333333,36142.0666666667,36700.9,31098.8666666667,30780.9833333333,29407.1833333333
"ANXA7",93966.3333333333,91236.3333333333,93359.3333333333,53466,59415,48782.3333333333,43683.6666666667,47478
"ANXA8",198916.666666667,198970,184073.333333333,97798.6666666667,101830.333333333,84835.6666666667,75520.3333333333,69716
"ANXA8L1;ANXA8L2",7257.66666666667,5986.6,6337.53333333333,9059.1,10605.9333333333,9159.36666666667,9485.3,9471.6
"ANXA9",26700,29421.3333333333,25290.6666666667,25886.6666666667,23494.3333333333,22297,20780.5666666667,15140.6333333333
"AP1B1",36170.3333333333,36405.6666666667,37741,37895.3333333333,39724.6666666667,35088.6666666667,40227,33524.3333333333
"AP1G1",49412.3333333333,51713.6666666667,50539.3333333333,46069.6666666667,51657.3333333333,40458,49293.3333333333,42404.6666666667
"AP1G2",2905.03333333333,3442.46666666667,2858.93333333333,2949.86666666667,3280.73333333333,2709.4,2952.83333333333,3027.06666666667
"AP1M1",35033.3333333333,36649.3333333333,36898,32443.3333333333,33372.3333333333,31803.6666666667,37499,32441
"AP1M2",10946.8,11748.2,11511.2333333333,12450.0333333333,13128.1,9830.4,11611.4333333333,9094.66666666667
"AP1S1",2366.4,2308.55333333333,1943.86666666667,2636.88,2849.48,2195.66,2743.53333333333,2120.53333333333
"AP1S2",1195.44333333333,1053.1,947.063333333333,1272.7,1183.93333333333,1240.71333333333,1320.23333333333,1469.56666666667
"AP2A1",136699.666666667,139062,129783.333333333,147756.666666667,162616.333333333,149837.666666667,174361.666666667,144643
"AP2A2",47096.3333333333,46736.6666666667,45736.3333333333,48158,50798.6666666667,45268.3333333333,51782.6666666667,43195.6666666667
"AP2B1",137490.333333333,146744.333333333,146963.666666667,143837.666666667,157114.333333333,150693.666666667,168166.333333333,149530
"AP2M1",46454,47051.3333333333,46899.3333333333,55364.6666666667,63309,53546.6666666667,62286.6666666667,49634
"AP2S1",19710.6666666667,21081,19342.3333333333,23710.3333333333,24734,24635.3333333333,27005.6666666667,20021.6666666667
"AP3B1",83729.3333333333,85800.6666666667,78468.6666666667,84488.3333333333,91844.3333333333,83422.6666666667,91176.3333333333,83740.6666666667
"AP3D1",32725.3333333333,36197.3333333333,31495.6666666667,36031,40205,35264.6666666667,38566,33820.3333333333
"AP3M1",5916.2,6126.03333333333,5597.9,7749.33333333333,7976.8,6943.56666666667,7916.5,6360.03333333333
"AP3S1",12631.2,13968.3,12573.3,13507.2333333333,14056.9333333333,13262.4666666667,12946.2,11856.7666666667
"AP4E1",1910.64333333333,1503.48333333333,1521.71333333333,1732.79,1734.21,1487.03666666667,1314.85333333333,1688.49666666667
"AP4M1",8355.77333333333,9106.06,7368.05666666667,7491.72333333333,8358.46333333333,7373.59333333333,7657.56666666667,8070.09
"AP5B1",1183.66666666667,1480.77,1472.06,905.84,785.056666666667,1123.54666666667,952.533333333333,1016.57333333333
"AP5M1",5610.2,5414.66666666667,4977.76666666667,4071.76666666667,4285.3,5661.83333333333,5892.23333333333,5496.9
"AP5Z1",17835,10897.4666666667,11563.4666666667,11253.4666666667,13764.7333333333,8843.53333333333,10911.5,14618.5
"APBA3",4998.4,4928.93333333333,4105.73333333333,3650.7,4520.73333333333,3856.66666666667,4014.66666666667,4046.16666666667
"APBB2",12724.5133333333,13452.55,17412.7583333333,16366.29,18380.8216666667,16158.7866666667,20538.73,19041.8983333333
"APEH",18649.6666666667,21139.6666666667,18615.3333333333,13649.1666666667,14675.3333333333,11857.1666666667,13987,11951.6333333333
"APEX1",76661.6666666667,75617.3333333333,72632.6666666667,67005.3333333333,63958.3333333333,52995.3333333333,72993.3333333333,55299
"APH1A",9491.3,9755.3,9706.66666666667,11113.4333333333,12323.9666666667,10922.3,12879.2,11869.3333333333
"APH1B",284.663333333333,355.733333333333,169.033333333333,459.766666666667,575.933333333333,537.766666666667,723.833333333333,620.933333333333
"API5",68299,72172,72665.3333333333,58783.6666666667,61114.6666666667,66531.6666666667,75184.3333333333,64728.3333333333
"APIP",2597.57666666667,3066.1,2662.48333333333,2899.78666666667,2063.76,2010.79666666667,1656.00666666667,1340.77333333333
"APLP2",38325,39605.3333333333,48701.6666666667,41411,47866,44038.6666666667,48154.3333333333,47622.6666666667
"APMAP",179900,188060,212863.333333333,109008.333333333,116713.666666667,112057.333333333,110893,100382.333333333
"APOA1",5291.44333333333,6466.92666666667,6577.7,5845.64333333333,5093.51333333333,6305.1,4749.30333333333,4795.62333333333
"APOA1BP",59324.3333333333,63012.6666666667,61897.3333333333,48661.3333333333,49609.3333333333,49354,47585,47925
"APOB",496.8,624.2,674.133333333333,616.333333333333,496.5,743.133333333333,480.933333333333,470.733333333333
"APOBEC3A",5867.5,5342.63333333333,5873.06666666667,6438.2,10896.3666666667,6336.86666666667,6142.96666666667,8213.6
"APOBEC3B",2123.83333333333,2180.72666666667,2326.13333333333,2123.93333333333,2644.4,2010.63333333333,2369.1,2438.36666666667
"APOBEC3C",8441.4,7495.4,8205.4,6742.93333333333,7534.53333333333,6916.46666666667,7172.16666666667,7630.26666666667
"APOBEC3F;APOBEC3D",2294.7,1861.63333333333,2130.33333333333,1766.04,2116.26666666667,1815.8,2242.3,1800.93333333333
"APOL2",29732.9483333333,31507.42,30126.635,23980.16,25756.0866666667,32310.55,29507.7933333333,34648.8166666667
"APOO",39173,41041.6666666667,43435,32281,33517.6666666667,24300.6666666667,29205,23761.6666666667
"APOOL",122765.666666667,126827.333333333,123265,106478,107262.333333333,96172.6666666667,96493.6666666667,87189
"APP",51866.245,51707.9133333333,63029.5983333333,51343.22,54654.745,50463.985,56449.3183333333,53818.9366666667
"APPL1",4354.5,4699.43333333333,4756.46666666667,3433.23333333333,3981.73333333333,3502.53333333333,3577,3853.4
"APPL2",14726.8666666667,14672.5666666667,15346.1666666667,15333.0666666667,18930.3,18959.5666666667,22038.6666666667,22097.9333333333
"APRT",33481,29906.3333333333,28438.6666666667,23940.3333333333,29866,23379.3333333333,23235.3333333333,31280
"APTX",10194.2,10017.1,8949.86666666667,9121,9583.3,9223.16666666667,10023.9,8797.8
"AQR",80376.3333333333,85939.3333333333,83884.3333333333,80270,86148,79931,89718.3333333333,80985.3333333333
"ARAF;BRAF",8268.93333333333,8449.8,7824.1,7005.33333333333,8128.56666666667,12263.9666666667,10240.5666666667,11632.9333333333
"ARAP3",4514.1,5029.4,4126.76666666667,2989.96666666667,3407.1,3948,3644.8,5473.76666666667
"ARCN1",103803,107371.333333333,103588.333333333,79055.3333333333,78657,66873.6666666667,69726,61984
"ARF1;ARF3",12493.2666666667,12483.1666666667,12639.3,13150.5333333333,13480,11457.2,11954.4333333333,10468.5
"ARF4",17997.3333333333,21018,18994,24896.6666666667,28551.6666666667,24515,30116.3333333333,22664.3333333333
"ARF5",11546.1333333333,11462.7333333333,11149.5,12171.6666666667,14022.2333333333,10109.0333333333,10755.2,10120.3
"ARF6",27507,29050.6666666667,27778.3333333333,23515,23459.3333333333,21915.2,22884.1333333333,21309.8666666667
"ARFGAP1",36868,34554.3333333333,32182,25145,26239,22405.1,25002.6666666667,24481.3333333333
"ARFGAP2",5951.7,6216.73333333333,5565.03333333333,4280.26666666667,4243.86666666667,3600.93333333333,3221.46666666667,2929.23333333333
"ARFGAP3",12564.1666666667,13798.3666666667,12972,12364.2,12398.7,14840.8333333333,15007.6,12742.2666666667
"ARFGEF1",22824.3433333333,22711.6066666667,21589.07,20791.5133333333,22127.0833333333,19598.6566666667,19233.9133333333,18207.2333333333
"ARFGEF2",2403.8,2511.06666666667,2310.03333333333,891.833333333333,1398.96666666667,1349.49333333333,1352.53333333333,1590.66666666667
"ARFIP1",12916.9266666667,14350.61,11510.42,8070.49333333333,8208.84,9961.88333333333,9461.56333333333,9048.89333333333
"ARFIP2",5960.1,5839.53333333333,5417.56666666667,4929.6,4824.43333333333,5413.7,5337,4812.53333333333
"ARFRP1",19413.7666666667,21031.8,20366.0666666667,19653.7333333333,23731.8,22331.7,27775.6666666667,23643.6333333333
"ARGLU1",102118.666666667,115450,113053.666666667,41206,47946.6666666667,59381.6666666667,54191.6666666667,64619.6666666667
"ARHGAP1",65879.6666666667,64968,57002.3333333333,46931,47101,45830.6666666667,52812.6666666667,51940.6666666667
"ARHGAP10",25717.6666666667,26394.6666666667,24470.3333333333,21142.4,22245.9666666667,21897.5333333333,22661.7666666667,22995.1666666667
"ARHGAP17",5583.73333333333,5163.08333333333,5250.9,5784.4,5804.1,5735.4,5149.03333333333,5670.66666666667
"ARHGAP21",13558.3,14515,15231.6666666667,6434.8,6684,9078.4,8045,9459.93333333333
"ARHGAP23",515.43,609.476666666667,635.49,616.006666666667,842.683333333333,775.62,475.353333333333,693.153333333333
"ARHGAP26",2133.46,2587.31,2608.19166666667,1445.67833333333,1361.26833333333,2499.88166666667,2740.285,2758.28666666667
"ARHGAP27",881.866666666667,689,815.5,845.666666666667,1211.43333333333,850.266666666667,822,1005
"ARHGAP29",14644.6666666667,3960.53333333333,3604.66666666667,5864.3,15875.3333333333,3983.23333333333,4556,17834.3333333333
"ARHGAP32",31332,31836.3333333333,33363.6666666667,40907,42509.3333333333,41399.6666666667,41550,38056
"ARHGAP35",426.936666666667,309.576666666667,408.776666666667,271.05,407.116666666667,307.77,162.926666666667,286.05
"ARHGAP39",1539.13,1474.31,1319.89,1012.95666666667,1084.73,1085.26666666667,1191.80333333333,997.38
"ARHGAP5",3904.56666666667,4436.9,4328.63333333333,2795.3,2947.16666666667,2692.4,2847.9,2439.36666666667
"ARHGDIA",47936.3333333333,50555.6666666667,49093,51071.3333333333,51492.3333333333,39823,46687,34956.3333333333
"ARHGDIB",2332.27333333333,2827.47666666667,1903.18333333333,2193.56,2021.43333333333,1142.66,1153.42,848.833333333333
"ARHGEF1",27103,29879.6666666667,26581,25833,29784.6666666667,22394,24267.6666666667,21501.6666666667
"ARHGEF10",2878.4,3101.86666666667,2557,1907.59,2341.33333333333,2650.3,2621.63333333333,2935.76666666667
"ARHGEF11",40725.3333333333,43051.3333333333,40993.3333333333,33352.6666666667,40311.6666666667,47223,48829.6666666667,46344.6666666667
"ARHGEF12",22426,22272.3333333333,22691.6666666667,16552.3333333333,17506.3,13953.5,14875.9333333333,15058.3333333333
"ARHGEF16",1397.06666666667,1670.19666666667,1207.11666666667,1437.15666666667,1502.60666666667,1169.00666666667,1299.81,1099.30666666667
"ARHGEF17",12888.7333333333,12806,13443.6666666667,14696,16362.6666666667,14928.6666666667,15933,14673.5
"ARHGEF18",12154.4333333333,12438.6666666667,12387.6666666667,14611.6666666667,17549.3333333333,17044.3333333333,17256.6666666667,16001.1666666667
